i= 1   8,34,92,80,4,37,11,95,51,60
i= 73   82,92,89,98,22,45,23,43,86,88
i= 74   6,83,16,31,34,40,98,26,6,43
i= 75   45,56,58,76,28,51,68,37,64,20
i= 76   82,96,77,24,85,37,39,38,2,80
i= 77   6,68,76,81,89,79,32,55,58,76
i= 78   39,60,11,49,83,94,37,16,12,64
i= 79   69,65,60,15,7,49,48,54,50,1
i= 80   82,22,64,73,47,26,51,15,66,18
i= 81   83,1,9,86,70,74,41,45,40,48
i= 82   69,89,28,35,81,23,78,34,79,95
i= 83   75,89,64,82,1,93,49,12,4,7
i= 84   14,22,14,82,55,79,29,40,24,45
i= 85   37,0,96,5,47,86,12,87,53,78
i= 86   75,1,67,43,63,66,68,80,64,67
i= 87   52,26,36,28,52,14,91,17,96,58
i= 88   45,43,55,41,68,55,73,20,20,55
i= 89   67,40,79,26,74,41,45,44,98,65
i= 90   43,48,95,59,79,94,93,6,6,8
i= 91   22,71,49,90,24,2,40,3,95,51
i= 92   10,60,89,57,74,90,23,19,56,65
i= 93   21,19,83,89,39,97,17,10,50,24
i= 94   7,3,3,80,95,7,67,49,63,80
i= 95   54,74,82,39,46,57,99,58,17,53
i= 96   59,41,35,33,14,11,27,28,61,4
i= 97   33,46,53,35,40,33,13,38,54,92
i= 98   66,28,69,47,41,95,19,25,9,41
i= 99   37,56,11,90,47,2,18,1,74,28
i= 100   78,59,32,54,93,95,40,83,85,78
{ Error: ER_NO_REFERENCED_ROW_2: Cannot add or update a child row: a foreign key constraint fails (`artists`.`relatedartists`, CONSTRAINT `relatedartists_ibfk_1` FOREIGN KEY (`related_Artist_ID`) REFERENCES `artist` (`artistid`))
    at Query.Sequence._packetToError (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/protocol/sequences/Sequence.js:47:14)
    at Query.ErrorPacket (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/protocol/sequences/Query.js:77:18)
    at Protocol._parsePacket (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/protocol/Protocol.js:278:23)
    at Parser.write (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/protocol/Parser.js:76:12)
    at Protocol.write (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/protocol/Protocol.js:38:16)
    at Socket.<anonymous> (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/Connection.js:91:28)
    at Socket.<anonymous> (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/Connection.js:502:10)
    at emitOne (events.js:116:13)
    at Socket.emit (events.js:211:7)
    at addChunk (_stream_readable.js:263:12)
    --------------------
    at Protocol._enqueue (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/protocol/Protocol.js:144:48)
    at Connection.query (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/Connection.js:200:25)
    at Object.<anonymous> (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/faker.js:61:24)
    at Module._compile (module.js:652:30)
    at Object.Module._extensions..js (module.js:663:10)
    at Module.load (module.js:565:32)
    at tryModuleLoad (module.js:505:12)
    at Function.Module._load (module.js:497:3)
    at Function.Module.runMain (module.js:693:10)
    at startup (bootstrap_node.js:188:16)
  code: 'ER_NO_REFERENCED_ROW_2',
  errno: 1452,
  sqlMessage: 'Cannot add or update a child row: a foreign key constraint fails (`artists`.`relatedartists`, CONSTRAINT `relatedartists_ibfk_1` FOREIGN KEY (`related_Artist_ID`) REFERENCES `artist` (`artistid`))',
  sqlState: '23000',
  index: 0,
  sql: 'INSERT INTO relatedArtists (related_Artist_ID, main_Artist_ID) VALUES("0",  8)' }
{ Error: ER_NO_REFERENCED_ROW_2: Cannot add or update a child row: a foreign key constraint fails (`artists`.`relatedartists`, CONSTRAINT `relatedartists_ibfk_1` FOREIGN KEY (`related_Artist_ID`) REFERENCES `artist` (`artistid`))
    at Query.Sequence._packetToError (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/protocol/sequences/Sequence.js:47:14)
    at Query.ErrorPacket (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/protocol/sequences/Query.js:77:18)
    at Protocol._parsePacket (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/protocol/Protocol.js:278:23)
    at Parser.write (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/protocol/Parser.js:76:12)
    at Protocol.write (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/protocol/Protocol.js:38:16)
    at Socket.<anonymous> (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/Connection.js:91:28)
    at Socket.<anonymous> (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/Connection.js:502:10)
    at emitOne (events.js:116:13)
    at Socket.emit (events.js:211:7)
    at addChunk (_stream_readable.js:263:12)
    --------------------
    at Protocol._enqueue (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/protocol/Protocol.js:144:48)
    at Connection.query (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/Connection.js:200:25)
    at Object.<anonymous> (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/faker.js:61:24)
    at Module._compile (module.js:652:30)
    at Object.Module._extensions..js (module.js:663:10)
    at Module.load (module.js:565:32)
    at tryModuleLoad (module.js:505:12)
    at Function.Module._load (module.js:497:3)
    at Function.Module.runMain (module.js:693:10)
    at startup (bootstrap_node.js:188:16)
  code: 'ER_NO_REFERENCED_ROW_2',
  errno: 1452,
  sqlMessage: 'Cannot add or update a child row: a foreign key constraint fails (`artists`.`relatedartists`, CONSTRAINT `relatedartists_ibfk_1` FOREIGN KEY (`related_Artist_ID`) REFERENCES `artist` (`artistid`))',
  sqlState: '23000',
  index: 0,
  sql: 'INSERT INTO relatedArtists (related_Artist_ID, main_Artist_ID) VALUES("0",  12)' }
{ Error: ER_NO_REFERENCED_ROW_2: Cannot add or update a child row: a foreign key constraint fails (`artists`.`relatedartists`, CONSTRAINT `relatedartists_ibfk_1` FOREIGN KEY (`related_Artist_ID`) REFERENCES `artist` (`artistid`))
    at Query.Sequence._packetToError (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/protocol/sequences/Sequence.js:47:14)
    at Query.ErrorPacket (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/protocol/sequences/Query.js:77:18)
    at Protocol._parsePacket (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/protocol/Protocol.js:278:23)
    at Parser.write (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/protocol/Parser.js:76:12)
    at Protocol.write (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/protocol/Protocol.js:38:16)
    at Socket.<anonymous> (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/Connection.js:91:28)
    at Socket.<anonymous> (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/Connection.js:502:10)
    at emitOne (events.js:116:13)
    at Socket.emit (events.js:211:7)
    at addChunk (_stream_readable.js:263:12)
    --------------------
    at Protocol._enqueue (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/protocol/Protocol.js:144:48)
    at Connection.query (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/Connection.js:200:25)
    at Object.<anonymous> (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/faker.js:61:24)
    at Module._compile (module.js:652:30)
    at Object.Module._extensions..js (module.js:663:10)
    at Module.load (module.js:565:32)
    at tryModuleLoad (module.js:505:12)
    at Function.Module._load (module.js:497:3)
    at Function.Module.runMain (module.js:693:10)
    at startup (bootstrap_node.js:188:16)
  code: 'ER_NO_REFERENCED_ROW_2',
  errno: 1452,
  sqlMessage: 'Cannot add or update a child row: a foreign key constraint fails (`artists`.`relatedartists`, CONSTRAINT `relatedartists_ibfk_1` FOREIGN KEY (`related_Artist_ID`) REFERENCES `artist` (`artistid`))',
  sqlState: '23000',
  index: 0,
  sql: 'INSERT INTO relatedArtists (related_Artist_ID, main_Artist_ID) VALUES("0",  19)' }
{ Error: ER_NO_REFERENCED_ROW_2: Cannot add or update a child row: a foreign key constraint fails (`artists`.`relatedartists`, CONSTRAINT `relatedartists_ibfk_1` FOREIGN KEY (`related_Artist_ID`) REFERENCES `artist` (`artistid`))
    at Query.Sequence._packetToError (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/protocol/sequences/Sequence.js:47:14)
    at Query.ErrorPacket (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/protocol/sequences/Query.js:77:18)
    at Protocol._parsePacket (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/protocol/Protocol.js:278:23)
    at Parser.write (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/protocol/Parser.js:76:12)
    at Protocol.write (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/protocol/Protocol.js:38:16)
    at Socket.<anonymous> (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/Connection.js:91:28)
    at Socket.<anonymous> (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/Connection.js:502:10)
    at emitOne (events.js:116:13)
    at Socket.emit (events.js:211:7)
    at addChunk (_stream_readable.js:263:12)
    --------------------
    at Protocol._enqueue (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/protocol/Protocol.js:144:48)
    at Connection.query (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/Connection.js:200:25)
    at Object.<anonymous> (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/faker.js:61:24)
    at Module._compile (module.js:652:30)
    at Object.Module._extensions..js (module.js:663:10)
    at Module.load (module.js:565:32)
    at tryModuleLoad (module.js:505:12)
    at Function.Module._load (module.js:497:3)
    at Function.Module.runMain (module.js:693:10)
    at startup (bootstrap_node.js:188:16)
  code: 'ER_NO_REFERENCED_ROW_2',
  errno: 1452,
  sqlMessage: 'Cannot add or update a child row: a foreign key constraint fails (`artists`.`relatedartists`, CONSTRAINT `relatedartists_ibfk_1` FOREIGN KEY (`related_Artist_ID`) REFERENCES `artist` (`artistid`))',
  sqlState: '23000',
  index: 0,
  sql: 'INSERT INTO relatedArtists (related_Artist_ID, main_Artist_ID) VALUES("0",  23)' }
{ Error: ER_NO_REFERENCED_ROW_2: Cannot add or update a child row: a foreign key constraint fails (`artists`.`relatedartists`, CONSTRAINT `relatedartists_ibfk_1` FOREIGN KEY (`related_Artist_ID`) REFERENCES `artist` (`artistid`))
    at Query.Sequence._packetToError (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/protocol/sequences/Sequence.js:47:14)
    at Query.ErrorPacket (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/protocol/sequences/Query.js:77:18)
    at Protocol._parsePacket (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/protocol/Protocol.js:278:23)
    at Parser.write (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/protocol/Parser.js:76:12)
    at Protocol.write (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/protocol/Protocol.js:38:16)
    at Socket.<anonymous> (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/Connection.js:91:28)
    at Socket.<anonymous> (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/Connection.js:502:10)
    at emitOne (events.js:116:13)
    at Socket.emit (events.js:211:7)
    at addChunk (_stream_readable.js:263:12)
    --------------------
    at Protocol._enqueue (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/protocol/Protocol.js:144:48)
    at Connection.query (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/Connection.js:200:25)
    at Object.<anonymous> (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/faker.js:61:24)
    at Module._compile (module.js:652:30)
    at Object.Module._extensions..js (module.js:663:10)
    at Module.load (module.js:565:32)
    at tryModuleLoad (module.js:505:12)
    at Function.Module._load (module.js:497:3)
    at Function.Module.runMain (module.js:693:10)
    at startup (bootstrap_node.js:188:16)
  code: 'ER_NO_REFERENCED_ROW_2',
  errno: 1452,
  sqlMessage: 'Cannot add or update a child row: a foreign key constraint fails (`artists`.`relatedartists`, CONSTRAINT `relatedartists_ibfk_1` FOREIGN KEY (`related_Artist_ID`) REFERENCES `artist` (`artistid`))',
  sqlState: '23000',
  index: 0,
  sql: 'INSERT INTO relatedArtists (related_Artist_ID, main_Artist_ID) VALUES("0",  30)' }
{ Error: ER_NO_REFERENCED_ROW_2: Cannot add or update a child row: a foreign key constraint fails (`artists`.`relatedartists`, CONSTRAINT `relatedartists_ibfk_1` FOREIGN KEY (`related_Artist_ID`) REFERENCES `artist` (`artistid`))
    at Query.Sequence._packetToError (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/protocol/sequences/Sequence.js:47:14)
    at Query.ErrorPacket (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/protocol/sequences/Query.js:77:18)
    at Protocol._parsePacket (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/protocol/Protocol.js:278:23)
    at Parser.write (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/protocol/Parser.js:76:12)
    at Protocol.write (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/protocol/Protocol.js:38:16)
    at Socket.<anonymous> (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/Connection.js:91:28)
    at Socket.<anonymous> (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/Connection.js:502:10)
    at emitOne (events.js:116:13)
    at Socket.emit (events.js:211:7)
    at addChunk (_stream_readable.js:263:12)
    --------------------
    at Protocol._enqueue (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/protocol/Protocol.js:144:48)
    at Connection.query (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/Connection.js:200:25)
    at Object.<anonymous> (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/faker.js:61:24)
    at Module._compile (module.js:652:30)
    at Object.Module._extensions..js (module.js:663:10)
    at Module.load (module.js:565:32)
    at tryModuleLoad (module.js:505:12)
    at Function.Module._load (module.js:497:3)
    at Function.Module.runMain (module.js:693:10)
    at startup (bootstrap_node.js:188:16)
  code: 'ER_NO_REFERENCED_ROW_2',
  errno: 1452,
  sqlMessage: 'Cannot add or update a child row: a foreign key constraint fails (`artists`.`relatedartists`, CONSTRAINT `relatedartists_ibfk_1` FOREIGN KEY (`related_Artist_ID`) REFERENCES `artist` (`artistid`))',
  sqlState: '23000',
  index: 0,
  sql: 'INSERT INTO relatedArtists (related_Artist_ID, main_Artist_ID) VALUES("0",  32)' }
{ Error: ER_NO_REFERENCED_ROW_2: Cannot add or update a child row: a foreign key constraint fails (`artists`.`relatedartists`, CONSTRAINT `relatedartists_ibfk_1` FOREIGN KEY (`related_Artist_ID`) REFERENCES `artist` (`artistid`))
    at Query.Sequence._packetToError (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/protocol/sequences/Sequence.js:47:14)
    at Query.ErrorPacket (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/protocol/sequences/Query.js:77:18)
    at Protocol._parsePacket (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/protocol/Protocol.js:278:23)
    at Parser.write (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/protocol/Parser.js:76:12)
    at Protocol.write (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/protocol/Protocol.js:38:16)
    at Socket.<anonymous> (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/Connection.js:91:28)
    at Socket.<anonymous> (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/Connection.js:502:10)
    at emitOne (events.js:116:13)
    at Socket.emit (events.js:211:7)
    at addChunk (_stream_readable.js:263:12)
    --------------------
    at Protocol._enqueue (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/protocol/Protocol.js:144:48)
    at Connection.query (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/Connection.js:200:25)
    at Object.<anonymous> (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/faker.js:61:24)
    at Module._compile (module.js:652:30)
    at Object.Module._extensions..js (module.js:663:10)
    at Module.load (module.js:565:32)
    at tryModuleLoad (module.js:505:12)
    at Function.Module._load (module.js:497:3)
    at Function.Module.runMain (module.js:693:10)
    at startup (bootstrap_node.js:188:16)
  code: 'ER_NO_REFERENCED_ROW_2',
  errno: 1452,
  sqlMessage: 'Cannot add or update a child row: a foreign key constraint fails (`artists`.`relatedartists`, CONSTRAINT `relatedartists_ibfk_1` FOREIGN KEY (`related_Artist_ID`) REFERENCES `artist` (`artistid`))',
  sqlState: '23000',
  index: 0,
  sql: 'INSERT INTO relatedArtists (related_Artist_ID, main_Artist_ID) VALUES("0",  34)' }
{ Error: ER_NO_REFERENCED_ROW_2: Cannot add or update a child row: a foreign key constraint fails (`artists`.`relatedartists`, CONSTRAINT `relatedartists_ibfk_1` FOREIGN KEY (`related_Artist_ID`) REFERENCES `artist` (`artistid`))
    at Query.Sequence._packetToError (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/protocol/sequences/Sequence.js:47:14)
    at Query.ErrorPacket (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/protocol/sequences/Query.js:77:18)
    at Protocol._parsePacket (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/protocol/Protocol.js:278:23)
    at Parser.write (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/protocol/Parser.js:76:12)
    at Protocol.write (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/protocol/Protocol.js:38:16)
    at Socket.<anonymous> (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/Connection.js:91:28)
    at Socket.<anonymous> (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/Connection.js:502:10)
    at emitOne (events.js:116:13)
    at Socket.emit (events.js:211:7)
    at addChunk (_stream_readable.js:263:12)
    --------------------
    at Protocol._enqueue (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/protocol/Protocol.js:144:48)
    at Connection.query (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/Connection.js:200:25)
    at Object.<anonymous> (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/faker.js:61:24)
    at Module._compile (module.js:652:30)
    at Object.Module._extensions..js (module.js:663:10)
    at Module.load (module.js:565:32)
    at tryModuleLoad (module.js:505:12)
    at Function.Module._load (module.js:497:3)
    at Function.Module.runMain (module.js:693:10)
    at startup (bootstrap_node.js:188:16)
  code: 'ER_NO_REFERENCED_ROW_2',
  errno: 1452,
  sqlMessage: 'Cannot add or update a child row: a foreign key constraint fails (`artists`.`relatedartists`, CONSTRAINT `relatedartists_ibfk_1` FOREIGN KEY (`related_Artist_ID`) REFERENCES `artist` (`artistid`))',
  sqlState: '23000',
  index: 0,
  sql: 'INSERT INTO relatedArtists (related_Artist_ID, main_Artist_ID) VALUES("0",  36)' }
{ Error: ER_NO_REFERENCED_ROW_2: Cannot add or update a child row: a foreign key constraint fails (`artists`.`relatedartists`, CONSTRAINT `relatedartists_ibfk_1` FOREIGN KEY (`related_Artist_ID`) REFERENCES `artist` (`artistid`))
    at Query.Sequence._packetToError (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/protocol/sequences/Sequence.js:47:14)
    at Query.ErrorPacket (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/protocol/sequences/Query.js:77:18)
    at Protocol._parsePacket (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/protocol/Protocol.js:278:23)
    at Parser.write (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/protocol/Parser.js:76:12)
    at Protocol.write (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/protocol/Protocol.js:38:16)
    at Socket.<anonymous> (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/Connection.js:91:28)
    at Socket.<anonymous> (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/Connection.js:502:10)
